Orthogroup_ID	CAFE_p-value	Gene_Group	Group_function	Gene_Name	D_melanogaster	I_luminosus	P_pyralis	C_septempunctata	A_verrucosus	T_castaneum	Z_morio	T_molitor	D_ponderosae	R_ferrugineus	A_obtectus	B_siliquastri	C_chinensis	C_maculatus	max_delta_GF	transcript_ID_native	Flybase	Flybase_summary
N0.HOG0001099	0.04	None	None	None	1	1	1	1	1	1	1	1	1	6	4	3	5	4	5	rna-NM_141151.3	FBgn0037181	This gene is referred to in FlyBase by the symbol Dmel\CG11370 (FBgn0037181). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 3L:22712155..22713660. Its molecular function is unknown. The biological processes in which it is involved are not known. 3 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of extremely high expression to a trough of extremely low expression.  Peak expression observed during early larval stages.
N0.HOG0001100	0.034	Gene Group 25	glycolysis and early development (and other)	Ionotropic receptor 92a(Ir92a)	2	2	1	1	4	2	1	2	2	2	2	2	6	2	5	rna-NM_001104375.2	FBgn0038789	The gene Ionotropic receptor 92a is referred to in FlyBase by the symbol Dmel\Ir92a (CG15685, FBgn0038789). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:20338973..20343902. Its molecular function is described by: extracellular ammonia-gated monoatomic ion channel activity; olfactory receptor activity. It is involved in the biological process described with: cellular response to ammonium ion; detection of chemical stimulus involved in sensory perception of smell; positive regulation of calcium-mediated signaling; cellular response to amine stimulus. 11 alleles are reported. The phenotype of these alleles manifest in: coeloconic sensillum of antennal segment 3. The phenotypic classes of alleles include: abnormal smell perception; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of no expression detected.  Peak expression observed within 06-18 hour embryonic stages.
N0.HOG0001108	0.0	Gene Group 23	Cuticular protein	Cuticular protein 65Ea(Cpr65Ea)	1	2	11	1	1	2	2	1	2	4	1	1	1	1	10	rna-NM_139818.3	FBgn0035735	The gene Cuticular protein 65Ea is referred to in FlyBase by the symbol Dmel\Cpr65Ea (CG8640, FBgn0035735). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:7086003..7086608. Its molecular function is described by: structural constituent of chitin-based larval cuticle. It is involved in the biological process described with: chitin-based cuticle development. 2 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of extremely high expression to a trough of no expression detected.  Peak expression observed within 12-24 hour embryonic stages.
N0.HOG0001112	0.0	Gene Group 29	G-protein coupled receptor (and other?)	methuselah-like 15(mthl15)	1	2	1	3	2	1	2	6	1	4	3	2	2	1	5	rna-NM_164897.3	FBgn0051720	The gene methuselah-like 15 is referred to in FlyBase by the symbol Dmel\mthl15 (CG31720, FBgn0051720). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2L:10234585..10238317. Its molecular function is described by: G protein-coupled receptor activity; G protein-coupled peptide receptor activity; transmembrane signaling receptor activity. It is involved in the biological process described with: G protein-coupled receptor signaling pathway; cell surface receptor signaling pathway. 10 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of low expression to a trough of extremely low expression.  Peak expression observed within 06-24 hour embryonic stages, at stages throughout the larval period, during early pupal stages, in adult male stages.
N0.HOG0001114	0.001	None	None	dumpy (from API summary)	1	1	3	3	1	1	1	2	1	3	6	4	2	2	5	rna-NM_001273103.1	FBgn0053196	The gene dumpy is referred to in FlyBase by the symbol Dmel\dpy (CG33196, FBgn0053196). It is a protein_coding_gene from Dmel. It has 16 annotated transcripts and 16 polypeptides (all unique). Gene sequence location is 2L:4477462..4614300. Its molecular function is described by: calcium ion binding; zinc ion binding; extracellular matrix structural constituent. It is involved in the biological process described with: chitin-based cuticle attachment to epithelium; regulation of imaginal disc-derived wing size; apposition of dorsal and ventral imaginal disc-derived wing surfaces; open tracheal system development; chitin-based embryonic cuticle biosynthetic process. 335 alleles are reported. The phenotypes of these alleles manifest in: apical part of cell; abdomen; cuticle layer; tracheal lateral trunk posterior branch primordium; muscle attachment site. The phenotypic classes of alleles include: increased mortality during development; modifier of variegation; increased mortality; phenotype. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of extremely low expression.  Peak expression observed within 06-24 hour embryonic stages, at stages throughout the larval period, at stages throughout the pupal period, in stages of adults of both sexes.
N0.HOG0001127	0.019	None	None	arc (from API summary)	1	2	2	2	2	2	8	2	1	2	3	1	1	1	7	rna-NM_166514.2	FBgn0000008	The gene arc is referred to in FlyBase by the symbol Dmel\a (CG6741, FBgn0000008). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (2 unique). Gene sequence location is 2R:22136968..22172834. Its molecular function is described by: . It is involved in the biological process described with: compound eye development. 41 alleles are reported. The phenotypes of these alleles manifest in: segmental subdivision of adult integument; cuticular specialization; segmental subdivision of integument; mechanosensory chaeta; adult mesothoracic sensillum. The phenotypic classes of alleles include: increased mortality during development; viable; increased mortality; phenotype. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 00-18 hour embryonic stages, at stages throughout the pupal period.
N0.HOG0001134	0.001	None	None	Molecule interacting with CasL (from API summary)	1	2	4	1	2	2	1	1	2	1	4	1	6	2	5	rna-NM_001260086.3	FBgn0053208	The gene Molecule interacting with CasL is referred to in FlyBase by the symbol Dmel\Mical (CG33208, FBgn0053208). It is a protein_coding_gene from Dmel. It has 14 annotated transcripts and 14 polypeptides (11 unique). Gene sequence location is 3R:10001554..10042895. Its molecular function is described by: F-actin monooxygenase activity; FAD binding; actin binding. It is involved in the biological process described with 9 unique terms, many of which group under: neuron projection development; multicellular organismal process; actin filament-based process; actin cytoskeleton organization; neuron differentiation. 57 alleles are reported. The phenotypes of these alleles manifest in: membraneless organelle; cellular anatomical structure; cell projection; site of polarized growth; larval multidendritic neuron. The phenotypic classes of alleles include: phenotype; increased mortality during development; increased mortality; partially lethal. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of low expression.  Peak expression observed during early pupal stages.
N0.HOG0001145	0.0	Gene Group 36	neurological (mostly uncharacterized)	uncharacterized protein(CG15824)	1	2	4	2	1	1	3	1	1	1	9	1	1	2	8	rna-NM_001298626.1	FBgn0031292	This gene is referred to in FlyBase by the symbol Dmel\CG15824 (FBgn0031292). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2L:877172..885141. Its molecular function is described by: . It is involved in the biological process described with: . 4 alleles are reported. The phenotype of these alleles manifest in: trichogen cell. The phenotypic classes of alleles include: flightless; viable; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of no expression detected.  Peak expression observed in adult male stages.
N0.HOG0001167	0.0	Gene Group 2	protein breakdown (proteolysis)	uncharacterized protein(CG16998)	1	1	2	10	1	1	1	1	3	1	2	4	1	5	9	rna-NM_139877.1	FBgn0035795	This gene is referred to in FlyBase by the symbol Dmel\CG16998 (FBgn0035795). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:7539060..7539836. Its molecular function is described by: serine-type endopeptidase activity. It is involved in the biological process described with: proteolysis. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of low expression to a trough of no expression detected.  Peak expression observed in adult male stages.
N0.HOG0001170	0.0	None	None	None	1	2	1	2	1	3	1	3	2	4	3	3	5	1	4	rna-NM_140010.2	FBgn0035941	This gene is referred to in FlyBase by the symbol Dmel\CG13313 (FBgn0035941). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:8958857..8960921. Its molecular function is unknown. The biological processes in which it is involved are not known. 2 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of extremely low expression.  Peak expression observed in adult male stages.
N0.HOG0001191	0.0	None	None	Carbonic anhydrase 7 (from API summary)	1	1	1	4	3	2	9	1	4	1	1	3	1	1	8	rna-NM_001300338.1	FBgn0037788	The gene Carbonic anhydrase 7 is referred to in FlyBase by the symbol Dmel\CAH7 (CG3940, FBgn0037788). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (1 unique). Gene sequence location is 3R:10112237..10120081. Its molecular function is described by: zinc ion binding; carbonate dehydratase activity. The biological processes in which it is involved are not known. 10 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: fertile; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of low expression.  Peak expression observed during early pupal stages.
N0.HOG0001194	0.035	Gene Group 16	chitin-related	uncharacterized protein(CG13806)	3	5	6	1	2	3	7	3	1	1	1	1	1	1	6	rna-NM_139451.2	FBgn0035325	This gene is referred to in FlyBase by the symbol Dmel\CG13806 (FBgn0035325). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:2266394..2267640. Its molecular function is described by: chitin binding. The biological processes in which it is involved are not known. 5 alleles are reported. The phenotype of these alleles manifest in: trichogen cell. The phenotypic classes of alleles include: viable; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed within 12-24 hour embryonic stages.
N0.HOG0001206	0.0	Gene Group 21	transcription regulation	hinge1(hng1)	1	1	5	1	1	1	2	1	1	1	15	1	1	3	14	rna-NM_137714.4	FBgn0034599	The gene hinge1 is referred to in FlyBase by the symbol Dmel\hng1 (CG9437, FBgn0034599). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:21168930..21170010. Its molecular function is described by: DNA binding. It is involved in the biological process described with: regulation of transcription by RNA polymerase II. 14 alleles are reported. The phenotypes of these alleles manifest in: wing blade; wing hinge. The phenotypic classes of alleles include: flightless; visible; abnormal size. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed within 00-12 hour embryonic stages, during early pupal stages, in stages of adults of both sexes.
N0.HOG0001213	0.0	Gene Group 33	mitochondrial translation	mitochondrial translation elongation factor Tu 1(mEFTu1)	1	1	1	1	1	1	3	1	1	2	1	1	11	3	10	rna-NM_001169673.2	FBgn0024556	The gene mitochondrial translation elongation factor Tu 1 is referred to in FlyBase by the symbol Dmel\mEFTu1 (CG6050, FBgn0024556). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:13507557..13509332. Its molecular function is described by: translation elongation factor activity; GTP binding; GTPase activity. It is involved in the biological process described with: translational elongation; mitochondrial translational elongation. 15 alleles are reported. The phenotypes of these alleles manifest in: anatomical structure; female reproductive system; reproductive system; multi-tissue structure; region. The phenotypic classes of alleles include: lethal; viable; short lived; abnormal size; lethal - all die during embryonic stage; female sterile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of moderately high expression.  Peak expression observed at stages throughout embryogenesis, during early larval stages, during late pupal stages, in adult female stages.
N0.HOG0001218	0.0	None	None	Vacuolar protein sorting 13B (from API summary)	1	1	1	1	1	1	1	1	3	1	5	1	10	1	9	rna-NM_143496.4	FBgn0039727	The gene Vacuolar protein sorting 13B is referred to in FlyBase by the symbol Dmel\Vps13B (CG15523, FBgn0039727). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 3R:29935978..29948207. Its molecular function is described by: . It is involved in the biological process described with: protein targeting to vacuole. 10 alleles are reported. The phenotype of these alleles manifest in: midgut. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of very low expression.  Peak expression observed in adult male stages.
N0.HOG0001223	0.011	None	None	beethoven (from API summary)	1	1	1	1	1	1	2	1	3	1	1	1	1	1	2	rna-NM_001042904.4	FBgn0023096	The gene beethoven is referred to in FlyBase by the symbol Dmel\btv (CG15148, FBgn0023096). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:17962625..17982472. Its molecular function is described by: ATP hydrolysis activity; dynein light intermediate chain binding; dynein intermediate chain binding; minus-end-directed microtubule motor activity; ATP binding. It is involved in the biological process described with 9 unique terms, many of which group under: multicellular organismal process; behavior; cellular process; mating behavior; nervous system process. 15 alleles are reported. The phenotypes of these alleles manifest in: sensillum; plasma membrane bounded cell projection; antennal nerve; plasma membrane; microtubule. The phenotypic classes of alleles include: abnormal neuroanatomy; abnormal sensory perception; abnormal behavior; phenotype. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of low expression to a trough of extremely low expression.  Peak expression observed within 12-18 embryonic stages.
N0.HOG0001225	0.011	None	None	Cellular Repressor of E1A-stimulated Genes (from API summary)	1	1	7	1	1	1	1	1	5	1	2	2	3	2	6	rna-NM_001260223.1	FBgn0025456	The gene Cellular Repressor of E1A-stimulated Genes is referred to in FlyBase by the symbol Dmel\CREG (CG5413, FBgn0025456). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (2 unique). Gene sequence location is 3R:17393272..17394640. Its molecular function is described by: TBP-class protein binding. It is involved in the biological process described with: negative regulation of transcription by RNA polymerase II. 9 alleles are reported. The phenotype of these alleles manifest in: lysosome. The phenotypic classes of alleles include: partially lethal - majority die; viable; majority die during pupal stage. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of extremely high expression to a trough of low expression.  Peak expression observed during early pupal stages.
N0.HOG0001234	0.008	None	None	schlank (from API summary)	1	1	7	2	1	2	5	2	1	2	2	1	1	1	6	rna-NM_167063.3	FBgn0040918	The gene schlank is referred to in FlyBase by the symbol Dmel\schlank (CG3576, FBgn0040918). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is X:6257668..6267228. Its molecular function is described by: DNA binding; sphingosine N-acyltransferase activity. It is involved in the biological process described with: SREBP signaling pathway; positive regulation of lipid biosynthetic process; negative regulation of lipid catabolic process; ceramide biosynthetic process; triglyceride metabolic process. 35 alleles are reported. The phenotypes of these alleles manifest in: somatic cell; ventral ectoderm derivative; intracellular anatomical structure; cellular anatomical structure; larval ring gland. The phenotypic classes of alleles include: phenotype; lethal; abnormal body size; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed at stages throughout embryogenesis, during late larval stages, during early pupal stages.
N0.HOG0001236	0.004	None	None	None	1	1	1	1	3	4	1	2	1	1	2	3	2	6	5	rna-NM_134661.2	FBgn0031235	This gene is referred to in FlyBase by the symbol Dmel\CG13693 (FBgn0031235). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:232487..234208. Its molecular function is described by: . It is involved in the biological process described with: cilium assembly. 6 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of no expression detected.  Peak expression observed in adult male stages.
N0.HOG0001241	0.014	None	None	Cytochrome c oxidase assembly factor 8 (from API summary)	2	2	4	2	1	2	4	1	2	1	4	2	2	1	3	rna-NM_130600.2	FBgn0029594	The gene Cytochrome c oxidase assembly factor 8 is referred to in FlyBase by the symbol Dmel\Coa8 (CG14806, FBgn0029594). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is X:1880282..1881432. Its molecular function is unknown. It is involved in the biological process described with: intrinsic apoptotic signaling pathway. 7 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: abnormal immune response; decreased rate of movement; abnormal oxidative stress response; viable; abnormal locomotor behavior. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed at stages throughout embryogenesis, during early larval stages, during late pupal stages, in stages of adults of both sexes.
N0.HOG0001253	0.001	None	None	None	1	1	2	1	3	1	7	4	1	2	1	3	1	1	6	rna-NM_141439.3	FBgn0051248	This gene is referred to in FlyBase by the symbol Dmel\CG31248 (FBgn0051248). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:7129320..7130908. Its molecular function is described by: N-acetyltransferase activity. The biological processes in which it is involved are not known. 6 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: fertile; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed in adult male stages.
N0.HOG0001260	0.015	None	None	Iron regulatory protein 1B (from API summary)	2	2	3	3	1	1	1	1	2	1	2	1	2	7	6	rna-NM_079579.3	FBgn0024957	The gene Iron regulatory protein 1B is referred to in FlyBase by the symbol Dmel\Irp-1B (CG6342, FBgn0024957). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:10408618..10412869. Its molecular function is described by: 4 iron, 4 sulfur cluster binding; aconitate hydratase activity. It is involved in the biological process described with: intracellular iron ion homeostasis. 24 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: male fertile; lethal - all die during P-stage; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of low expression.  Peak expression observed at stages throughout the larval period, during early pupal stages.
N0.HOG0001270	0.003	None	None	None	2	6	3	1	6	4	2	4	2	1	1	1	1	1	5	rna-NM_132388.4	FBgn0030189	This gene is referred to in FlyBase by the symbol Dmel\CG2909 (FBgn0030189). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:10326464..10328946. Its molecular function is described by: ADP-ribosylarginine hydrolase activity. The biological processes in which it is involved are not known. 4 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: lethal - all die during P-stage; viable; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed within 00-06 hour embryonic stages, during late larval stages, at stages throughout the pupal period, in stages of adults of both sexes.
N0.HOG0001272	0.011	Gene Group 24	uncharacterized	uncharacterized protein(CG12560)	4	4	1	6	3	3	4	3	1	1	1	1	1	1	5	rna-NM_135329.2	FBgn0031974	This gene is referred to in FlyBase by the symbol Dmel\CG12560 (FBgn0031974). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2L:8008302..8009477. Its molecular function is described by: acyltransferase activity, transferring groups other than amino-acyl groups; glycine N-acyltransferase activity. The biological processes in which it is involved are not known. 7 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: abnormal mating behavior; viable; short lived. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 06-24 hour embryonic stages, in adult female stages.
N0.HOG0001274	0.009	Gene Group 21	transcription regulation	uncharacterized protein(CG7745)	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	rna-NM_136827.4	FBgn0033616	This gene is referred to in FlyBase by the symbol Dmel\CG7745 (FBgn0033616). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:11307879..11309829. Its molecular function is unknown. It is involved in the biological process described with: regulation of transcription by RNA polymerase II. 7 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 00-06 hour embryonic stages, in adult female stages.
N0.HOG0001280	0.0	None	None	Cathelicidin-like antimicrobial protein (from API summary)	1	4	3	5	1	1	11	1	1	1	1	1	1	3	10	rna-NM_137360.2	FBgn0034210	The gene Cathelicidin-like antimicrobial protein is referred to in FlyBase by the symbol Dmel\Camp (CG6568, FBgn0034210). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2R:17405304..17407427. Its molecular function is unknown. It is involved in the biological process described with: defense response to bacterium. 6 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; abnormal immune response. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed within 00-12 hour embryonic stages, in adult female stages.
N0.HOG0001283	0.0	Gene Group 32	chromatin organization and transcription regulation	Enhancer of variegation 3-9(E(var)3-9)	1	1	1	1	4	2	10	2	1	2	2	2	2	1	9	rna-NM_141595.3	FBgn0260243	The gene Enhancer of variegation 3-9 is referred to in FlyBase by the symbol Dmel\E(var)3-9 (CG11971, FBgn0260243). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:8990645..8992949. Its molecular function is described by: zinc ion binding. It is involved in the biological process described with: chromatin organization; positive regulation of transcription by RNA polymerase II. 15 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: flightless; modifier of variegation; phenotype; suppressor of variegation. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of low expression.  Peak expression observed within 00-06 hour embryonic stages.
N0.HOG0001294	0.004	None	None	scramblase 2 (from API summary)	1	3	2	1	1	1	3	5	1	1	1	1	1	1	4	rna-NM_139504.3	FBgn0035390	The gene scramblase 2 is referred to in FlyBase by the symbol Dmel\scramb2 (CG1893, FBgn0035390). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:3044113..3046812. Its molecular function is described by: phospholipid scramblase activity. It is involved in the biological process described with: modulation of chemical synaptic transmission; plasma membrane phospholipid scrambling. 13 alleles are reported. The phenotype of these alleles manifest in: trichogen cell. The phenotypic classes of alleles include: visible; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed within 00-12 hour embryonic stages, during early pupal stages.
N0.HOG0001295	0.0	None	None	None	1	1	4	1	1	1	1	2	2	1	9	1	1	1	8	rna-NM_134496.3	FBgn0031052	This gene is referred to in FlyBase by the symbol Dmel\Elys (CG14215, FBgn0031052). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is X:19652305..19659407. Its molecular function is described by: chromatin DNA binding; protein binding; chromatin binding. The biological processes in which it is involved are not known. 14 alleles are reported. The phenotypes of these alleles manifest in: mitotic spindle; centrosome. The phenotypic classes of alleles include: female sterile; male fertile; fertile; viable; decreased occurrence of cell division; lethal. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of low expression.  Peak expression observed within 00-06 hour embryonic stages.
N0.HOG0001299	0.015	None	None	Alanine aminotransferase (from API summary)	1	8	2	2	1	1	2	2	1	3	1	1	1	2	7	rna-NM_167365.1	FBgn0030478	The gene Alanine aminotransferase is referred to in FlyBase by the symbol Dmel\Alat (CG1640, FBgn0030478). It is a protein_coding_gene from Dmel. It has 8 annotated transcripts and 8 polypeptides (3 unique). Gene sequence location is X:13370606..13380160. Its molecular function is described by: pyridoxal phosphate binding; transaminase activity; L-alanine:2-oxoglutarate aminotransferase activity. It is involved in the biological process described with: positive regulation of gluconeogenesis; pyruvate metabolic process; L-alanine metabolic process; 2-oxoglutarate metabolic process; biosynthetic process. 24 alleles are reported. The phenotype of these alleles manifest in: trichogen cell. The phenotypic classes of alleles include: phenotype; abnormal behavior; increased mortality; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed within 00-06 and 18-24 hour embryonic stages, at stages throughout the larval period, at stages throughout the pupal period, in stages of adults of both sexes.
N0.HOG0001311	0.03	Gene Group 25	glycolysis and early development (and other)	uncharacterized protein(CG5002)	2	1	5	1	4	3	2	2	1	1	1	1	1	3	4	rna-NM_137418.3	FBgn0034275	This gene is referred to in FlyBase by the symbol Dmel\CG5002 (FBgn0034275). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:17750293..17753214. Its molecular function is described by: sulfate transmembrane transporter activity. It is involved in the biological process described with: sulfate transmembrane transport; chloride transmembrane transport; transmembrane transport. 6 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of very low expression.  Peak expression observed within 00-12 and 18-24 hour embryonic stages, at stages throughout the larval period, at stages throughout the pupal period, in adult male stages.
N0.HOG0001324	0.017	None	None	None	1	3	6	1	1	1	1	1	1	1	4	2	4	2	5	rna-NM_132945.3	FBgn0030799	This gene is referred to in FlyBase by the symbol Dmel\CG4872 (FBgn0030799). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:16881347..16882790. Its molecular function is described by: transcription corepressor activity; thiomorpholine-carboxylate dehydrogenase activity; hormone binding. It is involved in the biological process described with: negative regulation of transcription by RNA polymerase II. 6 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of low expression.  Peak expression observed within 00-06 hour embryonic stages, during late larval stages, at stages throughout the pupal period, in stages of adults of both sexes.
N0.HOG0001328	0.0	None	None	None	1	2	2	1	1	1	1	1	1	1	2	1	1	12	11	rna-NM_001273755.1	FBgn0261802	This gene is referred to in FlyBase by the symbol Dmel\CG42748 (FBgn0261802). It is a protein_coding_gene from Dmel. It has 11 annotated transcripts and 11 polypeptides (10 unique). Gene sequence location is 2L:22131221..22166221. Its molecular function is described by: protein phosphatase 1 binding. It is involved in the biological process described with: cell-cell junction organization. 46 alleles are reported. The phenotype of these alleles manifest in: embryonic/larval hemocyte. The phenotypic classes of alleles include: fertile; viable.
N0.HOG0001351	0.004	Gene Group 2	protein breakdown (proteolysis)	hayan(Hayan)	2	1	1	1	7	1	6	2	1	2	1	1	1	1	6	rna-NM_001103550.2	FBgn0030925	The gene Hayan is referred to in FlyBase by the symbol Dmel\Hayan (CG6361, FBgn0030925). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (2 unique). Gene sequence location is X:18479983..18483772. Its molecular function is described by: serine-type endopeptidase activity. It is involved in the biological process described with 6 unique terms, many of which group under: primary metabolic process; positive regulation of defense response; macromolecule biosynthetic process; response to fungus; proteolysis. 14 alleles are reported. The phenotype of these alleles manifest in: tracheal section. The phenotypic classes of alleles include: abnormal stress response; visible; some die during larval stage; phenotype. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of very low expression.  Peak expression observed within 12-24 hour embryonic stages, during late larval stages, at stages throughout the pupal period.
