Orthogroup_ID	CAFE_p-value	GF_Cluster	Cluster_function	repeat_correlation_slope	repeat_correlation_p-value	GS_correlation_slope	GS_correlation_p-value	Gene_Name	D_melanogaster	I_luminosus	P_pyralis	C_septempunctata	A_verrucosus	T_castaneum	Z_morio	T_molitor	D_ponderosae	R_ferrugineus	A_obtectus	B_siliquastri	C_chinensis	C_maculatus	max_delta_GF	transcript_ID_native	Flybase	Flybase_summary
N0.HOG0001213	0.0	Gene Group 33	mitochondrial translation	0.024467964225021385	0.16092475716026353	0.0013949950191682655	0.13133433523849414	mitochondrial translation elongation factor Tu 1(mEFTu1)	1	1	1	1	1	1	3	1	1	2	1	1	11	3	10	rna-NM_001169673.2	FBgn0024556	The gene mitochondrial translation elongation factor Tu 1 is referred to in FlyBase by the symbol Dmel\mEFTu1 (CG6050, FBgn0024556). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:13507557..13509332. Its molecular function is described by: translation elongation factor activity; GTP binding; GTPase activity. It is involved in the biological process described with: translational elongation; mitochondrial translational elongation. 15 alleles are reported. The phenotypes of these alleles manifest in: anatomical structure; female reproductive system; reproductive system; multi-tissue structure; region. The phenotypic classes of alleles include: lethal; viable; short lived; abnormal size; lethal - all die during embryonic stage; female sterile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of moderately high expression.  Peak expression observed at stages throughout embryogenesis, during early larval stages, during late pupal stages, in adult female stages.
N0.HOG0001218	0.0	None	None	0.014238491526731272	0.45012049938030674	0.0009549800917812576	0.3385574918552561	Vacuolar protein sorting 13B (from API summary)	1	1	1	1	1	1	1	1	3	1	5	1	10	1	9	rna-NM_143496.4	FBgn0039727	The gene Vacuolar protein sorting 13B is referred to in FlyBase by the symbol Dmel\Vps13B (CG15523, FBgn0039727). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 3R:29935978..29948207. Its molecular function is described by: . It is involved in the biological process described with: protein targeting to vacuole. 10 alleles are reported. The phenotype of these alleles manifest in: midgut. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of very low expression.  Peak expression observed in adult male stages.
N0.HOG0001223	0.011	None	None	-0.010883444461563956	0.18499234031277595	-0.00039001582389955965	0.3832355343748506	beethoven (from API summary)	1	1	1	1	1	1	2	1	3	1	1	1	1	1	2	rna-NM_001042904.4	FBgn0023096	The gene beethoven is referred to in FlyBase by the symbol Dmel\btv (CG15148, FBgn0023096). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:17962625..17982472. Its molecular function is described by: ATP hydrolysis activity; dynein light intermediate chain binding; dynein intermediate chain binding; minus-end-directed microtubule motor activity; ATP binding. It is involved in the biological process described with 9 unique terms, many of which group under: multicellular organismal process; behavior; cellular process; mating behavior; nervous system process. 15 alleles are reported. The phenotypes of these alleles manifest in: sensillum; plasma membrane bounded cell projection; antennal nerve; plasma membrane; microtubule. The phenotypic classes of alleles include: abnormal neuroanatomy; abnormal sensory perception; abnormal behavior; phenotype. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of low expression to a trough of extremely low expression.  Peak expression observed within 12-18 embryonic stages.
N0.HOG0001225	0.011	None	None	0.002137196645893441	0.8998570901401629	0.0004296968321519746	0.6335942327915411	Cellular Repressor of E1A-stimulated Genes (from API summary)	1	1	7	1	1	1	1	1	5	1	2	2	3	2	6	rna-NM_001260223.1	FBgn0025456	The gene Cellular Repressor of E1A-stimulated Genes is referred to in FlyBase by the symbol Dmel\CREG (CG5413, FBgn0025456). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (2 unique). Gene sequence location is 3R:17393272..17394640. Its molecular function is described by: TBP-class protein binding. It is involved in the biological process described with: negative regulation of transcription by RNA polymerase II. 9 alleles are reported. The phenotype of these alleles manifest in: lysosome. The phenotypic classes of alleles include: partially lethal - majority die; viable; majority die during pupal stage. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of extremely high expression to a trough of low expression.  Peak expression observed during early pupal stages.
N0.HOG0001234	0.008	None	None	0.015169620342656261	0.33933304137393394	-0.000273127599720125	0.7512607884527297	schlank (from API summary)	1	1	7	2	1	2	5	2	1	2	2	1	1	1	6	rna-NM_167063.3	FBgn0040918	The gene schlank is referred to in FlyBase by the symbol Dmel\schlank (CG3576, FBgn0040918). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is X:6257668..6267228. Its molecular function is described by: DNA binding; sphingosine N-acyltransferase activity. It is involved in the biological process described with: SREBP signaling pathway; positive regulation of lipid biosynthetic process; negative regulation of lipid catabolic process; ceramide biosynthetic process; triglyceride metabolic process. 35 alleles are reported. The phenotypes of these alleles manifest in: somatic cell; ventral ectoderm derivative; intracellular anatomical structure; cellular anatomical structure; larval ring gland. The phenotypic classes of alleles include: phenotype; lethal; abnormal body size; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed at stages throughout embryogenesis, during late larval stages, during early pupal stages.
N0.HOG0001236	0.004	None	None	0.019734839208836435	0.19590031589343052	0.0007501590037163502	0.36535917722159916	None	1	1	1	1	3	4	1	2	1	1	2	3	2	6	5	rna-NM_134661.2	FBgn0031235	This gene is referred to in FlyBase by the symbol Dmel\CG13693 (FBgn0031235). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:232487..234208. Its molecular function is described by: . It is involved in the biological process described with: cilium assembly. 6 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of no expression detected.  Peak expression observed in adult male stages.
N0.HOG0001241	0.014	None	None	0.008879486092087692	0.4861602547270024	7.014470875827283e-05	0.9186697866315912	Cytochrome c oxidase assembly factor 8 (from API summary)	2	2	4	2	1	2	4	1	2	1	4	2	2	1	3	rna-NM_130600.2	FBgn0029594	The gene Cytochrome c oxidase assembly factor 8 is referred to in FlyBase by the symbol Dmel\Coa8 (CG14806, FBgn0029594). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is X:1880282..1881432. Its molecular function is unknown. It is involved in the biological process described with: intrinsic apoptotic signaling pathway. 7 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: abnormal immune response; decreased rate of movement; abnormal oxidative stress response; viable; abnormal locomotor behavior. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed at stages throughout embryogenesis, during early larval stages, during late pupal stages, in stages of adults of both sexes.
N0.HOG0001253	0.001	None	None	-0.01044662310627192	0.5308491416271369	-0.0009427799596496212	0.2808236510494803	None	1	1	2	1	3	1	7	4	1	2	1	3	1	1	6	rna-NM_141439.3	FBgn0051248	This gene is referred to in FlyBase by the symbol Dmel\CG31248 (FBgn0051248). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:7129320..7130908. Its molecular function is described by: N-acetyltransferase activity. The biological processes in which it is involved are not known. 6 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: fertile; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed in adult male stages.
N0.HOG0001260	0.015	None	None	0.020381623916536626	0.15369982955925143	0.00163004735499686	0.022283155257914033	Iron regulatory protein 1B (from API summary)	2	2	3	3	1	1	1	1	2	1	2	1	2	7	6	rna-NM_079579.3	FBgn0024957	The gene Iron regulatory protein 1B is referred to in FlyBase by the symbol Dmel\Irp-1B (CG6342, FBgn0024957). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:10408618..10412869. Its molecular function is described by: 4 iron, 4 sulfur cluster binding; aconitate hydratase activity. It is involved in the biological process described with: intracellular iron ion homeostasis. 24 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: male fertile; lethal - all die during P-stage; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of low expression.  Peak expression observed at stages throughout the larval period, during early pupal stages.
N0.HOG0001270	0.003	None	None	-0.03222322671314909	0.05085028321951788	-0.001272497367589477	0.16443523470368568	None	2	6	3	1	6	4	2	4	2	1	1	1	1	1	5	rna-NM_132388.4	FBgn0030189	This gene is referred to in FlyBase by the symbol Dmel\CG2909 (FBgn0030189). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:10326464..10328946. Its molecular function is described by: ADP-ribosylarginine hydrolase activity. The biological processes in which it is involved are not known. 4 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: lethal - all die during P-stage; viable; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed within 00-06 hour embryonic stages, during late larval stages, at stages throughout the pupal period, in stages of adults of both sexes.
N0.HOG0001272	0.011	Gene Group 25	uncharacterized	-0.0148663547364005	0.4014394782121059	-0.0012888130890180898	0.1610763489095897	uncharacterized protein(CG12560)	4	4	1	6	3	3	4	3	1	1	1	1	1	1	5	rna-NM_135329.2	FBgn0031974	This gene is referred to in FlyBase by the symbol Dmel\CG12560 (FBgn0031974). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2L:8008302..8009477. Its molecular function is described by: acyltransferase activity, transferring groups other than amino-acyl groups; glycine N-acyltransferase activity. The biological processes in which it is involved are not known. 7 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: abnormal mating behavior; viable; short lived. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 06-24 hour embryonic stages, in adult female stages.
N0.HOG0001274	0.009	Gene Group 22	transcription regulation	0.0011309690269512124	0.8102879142631829	-3.6416981384087315e-05	0.884836952222175	uncharacterized protein(CG7745)	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	rna-NM_136827.4	FBgn0033616	This gene is referred to in FlyBase by the symbol Dmel\CG7745 (FBgn0033616). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:11307879..11309829. Its molecular function is unknown. It is involved in the biological process described with: regulation of transcription by RNA polymerase II. 7 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 00-06 hour embryonic stages, in adult female stages.
N0.HOG0001280	0.0	None	None	0.021497623511707656	0.2862573854279447	0.0010195929568376676	0.3454654188428653	Cathelicidin-like antimicrobial protein (from API summary)	1	4	3	5	1	1	11	1	1	1	1	1	1	3	10	rna-NM_137360.2	FBgn0034210	The gene Cathelicidin-like antimicrobial protein is referred to in FlyBase by the symbol Dmel\Camp (CG6568, FBgn0034210). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2R:17405304..17407427. Its molecular function is unknown. It is involved in the biological process described with: defense response to bacterium. 6 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; abnormal immune response. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed within 00-12 hour embryonic stages, in adult female stages.
N0.HOG0001283	0.0	Gene Group 31	chromatin organization and transcription regulation	0.0016660843157375858	0.9213220899584034	-0.0005001594089869482	0.575661678639441	Enhancer of variegation 3-9(E(var)3-9)	1	1	1	1	4	2	10	2	1	2	2	2	2	1	9	rna-NM_141595.3	FBgn0260243	The gene Enhancer of variegation 3-9 is referred to in FlyBase by the symbol Dmel\E(var)3-9 (CG11971, FBgn0260243). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:8990645..8992949. Its molecular function is described by: zinc ion binding. It is involved in the biological process described with: chromatin organization; positive regulation of transcription by RNA polymerase II. 15 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: flightless; modifier of variegation; phenotype; suppressor of variegation. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of low expression.  Peak expression observed within 00-06 hour embryonic stages.
N0.HOG0001294	0.004	None	None	-0.005202695860221229	0.7131210422182512	-0.00012462642785031385	0.8691226080151729	scramblase 2 (from API summary)	1	3	2	1	1	1	3	5	1	1	1	1	1	1	4	rna-NM_139504.3	FBgn0035390	The gene scramblase 2 is referred to in FlyBase by the symbol Dmel\scramb2 (CG1893, FBgn0035390). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:3044113..3046812. Its molecular function is described by: phospholipid scramblase activity. It is involved in the biological process described with: modulation of chemical synaptic transmission; plasma membrane phospholipid scrambling. 13 alleles are reported. The phenotype of these alleles manifest in: trichogen cell. The phenotypic classes of alleles include: visible; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed within 00-12 hour embryonic stages, during early pupal stages.
N0.HOG0001295	0.0	None	None	0.012893504476736425	0.4483880026262089	0.0006220287305845033	0.4937927972371291	None	1	1	4	1	1	1	1	2	2	1	9	1	1	1	8	rna-NM_134496.3	FBgn0031052	This gene is referred to in FlyBase by the symbol Dmel\Elys (CG14215, FBgn0031052). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is X:19652305..19659407. Its molecular function is described by: chromatin DNA binding; protein binding; chromatin binding. The biological processes in which it is involved are not known. 14 alleles are reported. The phenotypes of these alleles manifest in: mitotic spindle; centrosome. The phenotypic classes of alleles include: female sterile; male fertile; fertile; viable; decreased occurrence of cell division; lethal. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of low expression.  Peak expression observed within 00-06 hour embryonic stages.
N0.HOG0001299	0.015	None	None	0.006254240099786246	0.6843798937277312	0.001087804769561385	0.16876773264353978	Alanine aminotransferase (from API summary)	1	8	2	2	1	1	2	2	1	3	1	1	1	2	7	rna-NM_167365.1	FBgn0030478	The gene Alanine aminotransferase is referred to in FlyBase by the symbol Dmel\Alat (CG1640, FBgn0030478). It is a protein_coding_gene from Dmel. It has 8 annotated transcripts and 8 polypeptides (3 unique). Gene sequence location is X:13370606..13380160. Its molecular function is described by: pyridoxal phosphate binding; transaminase activity; L-alanine:2-oxoglutarate aminotransferase activity. It is involved in the biological process described with: positive regulation of gluconeogenesis; pyruvate metabolic process; L-alanine metabolic process; 2-oxoglutarate metabolic process; biosynthetic process. 24 alleles are reported. The phenotype of these alleles manifest in: trichogen cell. The phenotypic classes of alleles include: phenotype; abnormal behavior; increased mortality; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed within 00-06 and 18-24 hour embryonic stages, at stages throughout the larval period, at stages throughout the pupal period, in stages of adults of both sexes.
N0.HOG0001311	0.03	Gene Group 26	glycolysis and early development (and other)	-0.004029343619154588	0.7896804118223049	-0.00047280047452130745	0.5548637438845814	uncharacterized protein(CG5002)	2	1	5	1	4	3	2	2	1	1	1	1	1	3	4	rna-NM_137418.3	FBgn0034275	This gene is referred to in FlyBase by the symbol Dmel\CG5002 (FBgn0034275). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:17750293..17753214. Its molecular function is described by: sulfate transmembrane transporter activity. It is involved in the biological process described with: sulfate transmembrane transport; chloride transmembrane transport; transmembrane transport. 6 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of very low expression.  Peak expression observed within 00-12 and 18-24 hour embryonic stages, at stages throughout the larval period, at stages throughout the pupal period, in adult male stages.
N0.HOG0001324	0.017	None	None	0.02508023049374021	0.11587438605976953	0.0017793692017448162	0.028077897359074767	None	1	3	6	1	1	1	1	1	1	1	4	2	4	2	5	rna-NM_132945.3	FBgn0030799	This gene is referred to in FlyBase by the symbol Dmel\CG4872 (FBgn0030799). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:16881347..16882790. Its molecular function is described by: transcription corepressor activity; thiomorpholine-carboxylate dehydrogenase activity; hormone binding. It is involved in the biological process described with: negative regulation of transcription by RNA polymerase II. 6 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of low expression.  Peak expression observed within 00-06 hour embryonic stages, during late larval stages, at stages throughout the pupal period, in stages of adults of both sexes.
N0.HOG0001328	0.0	None	None	0.031053178810091942	0.054696115893318645	0.002533287101901466	0.0005764764092560066	None	1	2	2	1	1	1	1	1	1	1	2	1	1	12	11	rna-NM_001273755.1	FBgn0261802	This gene is referred to in FlyBase by the symbol Dmel\CG42748 (FBgn0261802). It is a protein_coding_gene from Dmel. It has 11 annotated transcripts and 11 polypeptides (10 unique). Gene sequence location is 2L:22131221..22166221. Its molecular function is described by: protein phosphatase 1 binding. It is involved in the biological process described with: cell-cell junction organization. 46 alleles are reported. The phenotype of these alleles manifest in: embryonic/larval hemocyte. The phenotypic classes of alleles include: fertile; viable.
N0.HOG0001351	0.004	Gene Group 2	protein breakdown (proteolysis)	-0.02221544574989427	0.18287812102007803	-0.0010494776104232547	0.2420768290588754	hayan(Hayan)	2	1	1	1	7	1	6	2	1	2	1	1	1	1	6	rna-NM_001103550.2	FBgn0030925	The gene Hayan is referred to in FlyBase by the symbol Dmel\Hayan (CG6361, FBgn0030925). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (2 unique). Gene sequence location is X:18479983..18483772. Its molecular function is described by: serine-type endopeptidase activity. It is involved in the biological process described with 6 unique terms, many of which group under: primary metabolic process; positive regulation of defense response; macromolecule biosynthetic process; response to fungus; proteolysis. 14 alleles are reported. The phenotype of these alleles manifest in: tracheal section. The phenotypic classes of alleles include: abnormal stress response; visible; some die during larval stage; phenotype. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of very low expression.  Peak expression observed within 12-24 hour embryonic stages, during late larval stages, at stages throughout the pupal period.
N0.HOG0001378	0.0	None	None	0.023708972650355296	0.13256711577427344	0.0018782198214156057	0.01633007797662407	Megator (from API summary)	1	1	2	1	2	1	1	1	1	4	2	1	1	8	7	rna-NM_001273974.1	FBgn0013756	The gene Megator is referred to in FlyBase by the symbol Dmel\Mgtor (CG8274, FBgn0013756). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:11852617..11861202. Its molecular function is described by: histone acetyltransferase binding; chromatin DNA binding; ribonucleoprotein complex binding; protein binding; structural constituent of nuclear pore. It is involved in the biological process described with 24 unique terms, many of which group under: response to stress; mRNA transport; response to heat; response to endoplasmic reticulum stress; homeostatic process. 15 alleles are reported. The phenotypes of these alleles manifest in: somatic precursor cell; germline cell; non-connected functional system; segmental subdivision of organ system; external sensory organ. The phenotypic classes of alleles include: phenotype; some die during P-stage; abnormal cell number; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed within 00-12 hour embryonic stages, in adult female stages.
N0.HOG0001379	0.0	Gene Group 31	chromatin organization and transcription regulation	0.04877985620382463	0.006146567472536863	0.0025720863100728696	0.00699765114132207	uncharacterized protein(CG13775)	1	1	1	2	1	1	1	1	1	1	17	1	2	4	16	rna-NM_001298765.1	FBgn0031874	This gene is referred to in FlyBase by the symbol Dmel\CG13775 (FBgn0031874). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (2 unique). Gene sequence location is 2L:6954357..6956950. Its molecular function is described by: DNA binding; protein dimerization activity. The biological processes in which it is involved are not known. 13 alleles are reported. The phenotypes of these alleles manifest in: wing; embryonic/larval hemocyte. The phenotypic classes of alleles include: visible; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed within 00-12 hour embryonic stages.
N0.HOG0001388	0.025	None	None	0.012030540344458981	0.49187287577796235	0.0005325735863314756	0.569518786151516	Matrix metalloproteinase 1 (from API summary)	1	3	10	3	1	1	1	1	1	1	2	1	1	1	9	rna-NM_166683.2	FBgn0035049	The gene Matrix metalloproteinase 1 is referred to in FlyBase by the symbol Dmel\Mmp1 (CG4859, FBgn0035049). It is a protein_coding_gene from Dmel. It has 10 annotated transcripts and 10 polypeptides (6 unique). Gene sequence location is 2R:24671294..24688184. Its molecular function is described by: metalloendopeptidase activity; zinc ion binding; metallopeptidase activity. It is involved in the biological process described with 20 unique terms, many of which group under: system development; response to wounding; response to stress; extracellular matrix organization; response to stimulus. 43 alleles are reported. The phenotypes of these alleles manifest in: plasma membrane bounded cell projection; cellular anatomical structure; extracellular matrix; larval abdominal intersegmental nerve; embryonic heart cardioblast. The phenotypic classes of alleles include: fertile; phenotype; abnormal stress response; increased mortality. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed at stages throughout the pupal period.
N0.HOG0001396	0.001	Gene Group 36	uncharacterized	0.03395097455592768	0.020786981919901113	0.0025863109851927	5.2184943693094684e-05	uncharacterized protein(CG46025)	1	2	1	1	1	1	1	1	1	1	3	2	2	9	8	rna-NM_001316384.1	FBgn0267689	This gene is referred to in FlyBase by the symbol Dmel\CG46025 (FBgn0267689). It is a protein_coding_gene from Dmel. It has 5 annotated transcripts and 5 polypeptides (4 unique). Gene sequence location is 2L:7754174..7765915. Its molecular function is described by: . It is involved in the biological process described with: . 12 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable.
N0.HOG0001403	0.012	Gene Group 30	pheromone sensing	-0.0021889394964723493	0.8807504252646629	0.0003622274274726601	0.6401090812116013	Dopamine 2-like receptor(Dop2R)	1	2	2	2	2	1	1	1	5	1	4	1	3	1	4	rna-NM_001014758.3	FBgn0053517	The gene Dopamine 2-like receptor is referred to in FlyBase by the symbol Dmel\Dop2R (CG33517, FBgn0053517). It is a protein_coding_gene from Dmel. It has 6 annotated transcripts and 6 polypeptides (all unique). Gene sequence location is X:20004680..20062706. Its molecular function is described by: G protein-coupled amine receptor activity; G protein-coupled receptor activity; dopamine neurotransmitter receptor activity, coupled via Gi/Go. It is involved in the biological process described with: G protein-coupled dopamine receptor signaling pathway; G protein-coupled receptor signaling pathway; anesthesia-resistant memory. 31 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: abnormal feeding behavior; abnormal memory; abnormal sleep; viable; abnormal locomotor behavior. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages.
N0.HOG0001411	0.006	Gene Group 14	heat stress and neurological	-0.023890985464780665	0.17906712972239675	-0.0016388475426282727	0.07530272032588482	uncharacterized protein(CG15712)	2	1	1	1	6	2	4	7	1	1	1	1	1	1	6	rna-NM_137287.2	FBgn0034131	This gene is referred to in FlyBase by the symbol Dmel\CG15712 (FBgn0034131). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:16484841..16485552. Its molecular function is described by: . It is involved in the biological process described with: . 4 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of no expression detected.  Peak expression observed within 12-18 embryonic stages, during early larval stages.
N0.HOG0001419	0.0	Gene Group 19	uncharacterized	-0.006185546121796738	0.7504860399030258	0.0010440847139898011	0.3041083485897111	uncharacterized protein(CG31826)	1	17	2	1	1	1	1	1	1	1	1	1	1	1	16	rna-NM_165131.3	FBgn0051826	This gene is referred to in FlyBase by the symbol Dmel\CG31826 (FBgn0051826). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2L:15771263..15773113. Its molecular function is described by: phosphatidylinositol bisphosphate binding. The biological processes in which it is involved are not known. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed in adult male stages.
N0.HOG0001420	0.004	None	None	-0.005752668921757991	0.7363321666414648	0.000520881188860736	0.5656596749815932	painless (from API summary)	1	8	1	1	1	1	3	3	1	3	1	1	1	1	7	rna-NM_138135.2	FBgn0060296	The gene painless is referred to in FlyBase by the symbol Dmel\pain (CG15860, FBgn0060296). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (all unique). Gene sequence location is 2R:24921505..24928275. Its molecular function is described by: calcium-activated cation channel activity; transmembrane transporter activity; monoatomic ion channel activity; calcium channel activity. It is involved in the biological process described with 23 unique terms, many of which group under: behavior; establishment of localization; monoatomic ion transport; metal ion transport; cellular process. 29 alleles are reported. The phenotypes of these alleles manifest in: Johnston organ neuron; embryonic/larval heart; scutellar bristle. The phenotypic classes of alleles include: phenotype; abnormal sensory perception; abnormal behavior; abnormal stress response. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed within 12-24 hour embryonic stages, during late larval stages, at stages throughout the pupal period.
N0.HOG0001429	0.0	None	None	0.012382779320397368	0.49734593298729046	0.0005931863219442166	0.5428620587729645	None	1	1	1	1	1	1	1	1	1	1	1	1	15	1	14	rna-NM_141631.3	FBgn0037687	This gene is referred to in FlyBase by the symbol Dmel\CG8132 (FBgn0037687). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:9401495..9402618. Its molecular function is described by: hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides; omega-amidase activity. It is involved in the biological process described with: oxaloacetate metabolic process; asparagine metabolic process; glutamine metabolic process. 8 alleles are reported. The phenotype of these alleles manifest in: eye. The phenotypic classes of alleles include: visible; viable; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed within 00-06 hour embryonic stages, during early larval stages, in stages of adults of both sexes.
N0.HOG0001439	0.012	None	None	0.031534589849076124	0.03667457077345727	0.0017664989852042413	0.026401437640817933	Linear Ubiquitin E3 ligase (from API summary)	1	1	1	1	2	2	1	1	1	1	3	1	6	5	5	rna-NM_164709.4	FBgn0031857	The gene Linear Ubiquitin E3 ligase is referred to in FlyBase by the symbol Dmel\LUBEL (CG11321, FBgn0031857). It is a protein_coding_gene from Dmel. It has 9 annotated transcripts and 9 polypeptides (7 unique). Gene sequence location is 2L:6759829..6772755. Its molecular function is described by 6 unique terms, many of which group under: protein binding; catalytic activity, acting on a protein; binding; catalytic activity; modification-dependent protein binding. It is involved in the biological process described with: heat acclimation; defense response to Gram-negative bacterium; protein linear polyubiquitination; positive regulation of peptidoglycan recognition protein signaling pathway; protein polyubiquitination. 11 alleles are reported. The phenotypes of these alleles manifest in: dorsal longitudinal indirect flight muscle cell; adult gut. The phenotypic classes of alleles include: phenotype; abnormal flight; abnormal heat stress response; abnormal stress response. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed during late pupal stages, in adult male stages.
