Orthogroup_ID	Gene_Group	Group_function	Gene_Name	D_melanogaster	I_luminosus	P_pyralis	C_septempunctata	A_verrucosus	T_castaneum	Z_morio	T_molitor	D_ponderosae	R_ferrugineus	A_obtectus	B_siliquastri	C_chinensis	C_maculatus	max_delta_GF	transcript_ID_native	Flybase	Flybase_summary	CAFE_p-value
N0.HOG0000424	Gene Group 25	glycolysis and early development (and other)	uncharacterized protein(CG1941)	3	12	6	11	1	6	15	2	1	1	1	1	1	1	14	rna-NM_001299233.1	FBgn0033214	This gene is referred to in FlyBase by the symbol Dmel\CG1941 (FBgn0033214). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (1 unique). Gene sequence location is 2R:7709873..7711981. Its molecular function is described by: diacylglycerol O-acyltransferase activity; O-acyltransferase activity. It is involved in the biological process described with: triglyceride biosynthetic process. 4 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: fertile; some die during pupal stage; partially lethal; viable; partially lethal - majority die. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed within 12-24 hour embryonic stages, during early larval stages.	0.0
N0.HOG0000427	Gene Group 27	DNA-related functions	uncharacterized protein(CG30428)	1	14	10	5	2	1	7	5	1	1	1	1	4	13	13	rna-NM_166709.4	FBgn0050428	This gene is referred to in FlyBase by the symbol Dmel\CG30428 (FBgn0050428). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2R:25251927..25254535. Its molecular function is unknown. The biological processes in which it is involved are not known. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed at stages throughout embryogenesis, at stages throughout the larval period, at stages throughout the pupal period, in adult male stages.	0.0
N0.HOG0000429	None	None	None	1	10	12	7	1	1	12	1	1	1	1	1	1	20	19	rna-NM_137224.3	FBgn0034054	This gene is referred to in FlyBase by the symbol Dmel\CG8366 (FBgn0034054). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:15955040..15956636. Its molecular function is unknown. The biological processes in which it is involved are not known. 2 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of low expression.  Peak expression observed within 00-18 hour embryonic stages, at stages throughout the larval period, at stages throughout the pupal period, in stages of adults of both sexes.	0.0
N0.HOG0000436	Gene Group 7	odorant binding	Odorant-binding protein 57e(Obp57e)	1	55	5	1	1	1	1	1	1	1	1	1	1	1	54	rna-NM_137644.1	FBgn0050145	The gene Odorant-binding protein 57e is referred to in FlyBase by the symbol Dmel\Obp57e (CG30145, FBgn0050145). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:20547816..20548291. Its molecular function is described by: odorant binding. It is involved in the biological process described with: sensory perception of smell; sensory perception of chemical stimulus; response to odorant. 6 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages, during late larval stages, at stages throughout the pupal period, in stages of adults of both sexes.	0.0
N0.HOG0000444	None	None	Gamma-interferon-inducible lysosomal thiol reductase 3 (from API summary)	2	4	6	2	2	4	1	2	2	2	6	8	5	15	14	rna-NM_142908.3	FBgn0039098	The gene Gamma-interferon-inducible lysosomal thiol reductase 3 is referred to in FlyBase by the symbol Dmel\GILT3 (CG13822, FBgn0039098). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:23677358..23678421. Its molecular function is described by: oxidoreductase activity, acting on a sulfur group of donors; oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor; oxidoreductase activity. The biological processes in which it is involved are not known. 4 alleles are reported. The phenotype of these alleles manifest in: mesonotum. The phenotypic classes of alleles include: abnormal body color; abnormal mating; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of moderate expression.  Peak expression observed within 06-12 hour embryonic stages.	0.0
N0.HOG0000445	Gene Group 25	glycolysis and early development (and other)	uncharacterized protein(CG9447)	2	7	7	4	1	2	13	1	3	4	4	5	5	3	12	rna-NM_136399.4	FBgn0033110	This gene is referred to in FlyBase by the symbol Dmel\CG9447 (FBgn0033110). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:6872996..6875819. Its molecular function is described by: acyltransferase activity, transferring groups other than amino-acyl groups. The biological processes in which it is involved are not known. One allele is reported. No phenotypic data is available. The phenotypic classes of allele include: partially lethal; abnormal pain response; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of extremely low expression.  Peak expression observed within 00-06 and 18-24 hour embryonic stages, at stages throughout the larval period, at stages throughout the pupal period, in stages of adults of both sexes.	0.0
N0.HOG0000454	Gene Group 7	odorant binding	Odorant-binding protein 56b(Obp56b)	1	1	1	9	9	5	14	9	2	3	2	2	2	1	13	rna-NM_137599.2	FBgn0046880	The gene Odorant-binding protein 56b is referred to in FlyBase by the symbol Dmel\Obp56b (CG30129, FBgn0046880). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:19698714..19699346. Its molecular function is described by: odorant binding. It is involved in the biological process described with: sensory perception of smell; sensory perception of chemical stimulus. One allele is reported. No phenotypic data is available. The phenotypic class of allele includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages, at stages throughout the larval period.	0.0
N0.HOG0000462	Gene Group 25	glycolysis and early development (and other)	uncharacterized protein(CG12974)	1	2	4	1	13	5	17	11	2	2	1	1	1	1	16	rna-NM_001300210.1	FBgn0037065	This gene is referred to in FlyBase by the symbol Dmel\CG12974 (FBgn0037065). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (2 unique). Gene sequence location is 3L:21281752..21285962. Its molecular function is unknown. The biological processes in which it is involved are not known. 10 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed within 18-24 hour embryonic stages, at stages throughout the larval period, during early pupal stages.	0.0
N0.HOG0000467	Gene Group 30	pheromone sensing	Gustatory receptor 43a(Gr43a)	1	8	2	7	6	7	15	6	1	1	1	1	1	1	14	rna-NM_001299229.1	FBgn0041243	The gene Gustatory receptor 43a is referred to in FlyBase by the symbol Dmel\Gr43a (CG1712, FBgn0041243). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (all unique). Gene sequence location is 2R:7390869..7393161. Its molecular function is described by: ionotropic sweet taste receptor activity; taste receptor activity; ligand-gated monoatomic cation channel activity; sweet taste receptor activity. It is involved in the biological process described with 9 unique terms, many of which group under: multicellular organismal process; sensory perception of chemical stimulus; biological regulation; nervous system process; response to chemical. 9 alleles are reported. The phenotype of these alleles manifest in: prothoracic leg taste bristle chemosensory neuron. The phenotypic classes of alleles include: viable; abnormal feeding behavior; abnormal taste perception. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of extremely low expression.  Peak expression observed at stages throughout embryogenesis, at stages throughout the larval period, at stages throughout the pupal period, in stages of adults of both sexes.	0.0
N0.HOG0000472	Gene Group 2	protein breakdown (proteolysis)	modular serine protease(modSP)	2	3	3	2	3	3	12	21	1	2	1	1	1	1	20	rna-NM_080515.3	FBgn0051217	The gene modular serine protease is referred to in FlyBase by the symbol Dmel\modSP (CG31217, FBgn0051217). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:16652446..16655662. Its molecular function is described by: serine-type endopeptidase activity. It is involved in the biological process described with 7 unique terms, many of which group under: primary metabolic process; protein maturation; protein metabolic process; macromolecule biosynthetic process; regulation of metabolic process. 9 alleles are reported. The phenotype of these alleles manifest in: embryonic/larval hemocyte. The phenotypic classes of alleles include: increased mortality; increased mortality during development; phenotype; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of low expression.  Peak expression observed during early pupal stages.	0.0
N0.HOG0000490	Gene Group 15	uncharacterized	uncharacterized protein(CG6726)	6	11	16	2	1	3	7	3	1	1	1	1	1	1	15	rna-NM_001300549.1	FBgn0039049	This gene is referred to in FlyBase by the symbol Dmel\CG6726 (FBgn0039049). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (1 unique). Gene sequence location is 3R:23091724..23095184. Its molecular function is described by: aminoacylase activity; hydrolase activity. It is involved in the biological process described with: amino acid metabolic process. 8 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; partially lethal. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of low expression.  Peak expression observed during late larval stages.	0.0
N0.HOG0000492	Gene Group 1	detoxification	Cytochrome P450 309a2(Cyp309a2)	6	4	3	1	1	5	12	5	3	2	4	4	3	3	11	rna-NM_134845.2	FBgn0041337	The gene Cytochrome P450 309a2 is referred to in FlyBase by the symbol Dmel\Cyp309a2 (CG18559, FBgn0041337). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:2564886..2573037. Its molecular function is described by: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; monooxygenase activity; heme binding; iron ion binding. The biological processes in which it is involved are not known. 8 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed during early pupal stages.	0.001
N0.HOG0000505	None	None	Ornithine decarboxylase 2 (from API summary)	2	3	7	1	1	1	2	1	1	4	12	5	8	6	11	rna-NM_057705.4	FBgn0013308	The gene Ornithine decarboxylase 2 is referred to in FlyBase by the symbol Dmel\Odc2 (CG8719, FBgn0013308). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:8007246..8009062. Its molecular function is described by: catalytic activity; ornithine decarboxylase activity. It is involved in the biological process described with: putrescine biosynthetic process from arginine, via ornithine; polyamine biosynthetic process. 8 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: short lived; viable; abnormal locomotor behavior; lethal. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of no expression detected.  Peak expression observed during early larval stages.	0.0
N0.HOG0000541	Gene Group 5,Gene Group 8,Gene Group 25	protease inhibitor (immunity, reproduction),immunity and sexual reproduction,glycolysis and early development (and other)	Serpin 43Ab(Spn43Ab)	15	8	3	1	5	2	3	3	1	1	1	1	1	4	14	rna-NM_001032224.2	FBgn0024293	The gene Serpin 43Ab is referred to in FlyBase by the symbol Dmel\Spn43Ab (CG1865, FBgn0024293). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:7151662..7153642. Its molecular function is unknown. It is involved in the biological process described with: sexual reproduction. 10 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: some die during pupal stage; partially lethal - majority die; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages, during late pupal stages, in adult male stages.	0.001
N0.HOG0000545	None	None	Activity-regulated cytoskeleton associated protein 1 (from API summary)	3	5	2	1	5	1	24	9	3	1	1	1	1	1	23	rna-NM_137111.3	FBgn0033926	The gene Activity-regulated cytoskeleton associated protein 1 is referred to in FlyBase by the symbol Dmel\Arc1 (CG12505, FBgn0033926). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:14357927..14360297. Its molecular function is described by: mRNA binding; structural molecule activity. It is involved in the biological process described with: behavioral response to starvation; muscle system process; mRNA transport; regulation of neuronal synaptic plasticity; vesicle-mediated intercellular transport. 13 alleles are reported. The phenotypes of these alleles manifest in: lipid droplet; wing cell; embryonic/larval fat body. The phenotypic classes of alleles include: phenotype; abnormal stress response; abnormal locomotor behavior; abnormal body size. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of low expression.  Peak expression observed during late larval stages, during early pupal stages, in adult male stages.	0.0
N0.HOG0000554	None	None	Coenzyme Q3 (from API summary)	1	20	11	1	1	1	6	1	1	1	1	1	3	2	19	rna-NM_136248.4	FBgn0032922	The gene Coenzyme Q3 is referred to in FlyBase by the symbol Dmel\Coq3 (CG9249, FBgn0032922). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2L:21157433..21158611. Its molecular function is described by: 3-demethylubiquinol 3-O-methyltransferase activity; S-adenosylmethionine-dependent methyltransferase activity; polyprenyldihydroxybenzoate methyltransferase activity. It is involved in the biological process described with: ubiquinone biosynthetic process; wound healing. 9 alleles are reported. The phenotypes of these alleles manifest in: eye; trichogen cell. The phenotypic classes of alleles include: fertile; lethal - all die during P-stage; short lived; viable; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed during early larval stages, at stages throughout the pupal period.	0.0
N0.HOG0000572	Gene Group 32	chromatin organization and transcription regulation	uncharacterized protein(CG10431)	1	8	5	11	2	3	1	1	1	1	13	1	1	1	12	rna-NM_136080.3	FBgn0032730	This gene is referred to in FlyBase by the symbol Dmel\CG10431 (FBgn0032730). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2L:18974710..18978187. Its molecular function is described by: zinc ion binding; chromatin insulator sequence binding; transcription cis-regulatory region binding. It is involved in the biological process described with: regulation of transcription by RNA polymerase II; regulation of DNA-templated transcription; dendrite morphogenesis. 14 alleles are reported. The phenotypes of these alleles manifest in: wing; larval dorsal multidendritic neuron ddaD; larval dorsal multidendritic neuron ddaC. The phenotypic classes of alleles include: abnormal neuroanatomy; visible; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of low expression to a trough of very low expression.  Peak expression observed at stages throughout embryogenesis, during late larval stages, at stages throughout the pupal period, in stages of adults of both sexes.	0.0
N0.HOG0000573	None	None	None	1	13	1	5	3	1	2	3	12	1	3	4	1	1	12	rna-NM_142441.3	FBgn0038589	This gene is referred to in FlyBase by the symbol Dmel\CG18598 (FBgn0038589). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:18251115..18251539. Its molecular function is unknown. The biological processes in which it is involved are not known. One allele is reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed during late pupal stages, in adult male stages.	0.0
N0.HOG0000585	None	None	None	1	7	14	3	1	1	14	1	1	1	1	4	1	4	13	rna-NM_001272883.2	FBgn0086855	This gene is referred to in FlyBase by the symbol Dmel\CG17078 (FBgn0086855). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (3 unique). Gene sequence location is 2L:274740..278234. Its molecular function is unknown. The biological processes in which it is involved are not known. 11 alleles are reported. The phenotype of these alleles manifest in: mesonotum. The phenotypic classes of alleles include: abnormal body color; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of low expression.  Peak expression observed within 00-06 hour embryonic stages.	0.0
N0.HOG0000587	Gene Group 18	uncharacterized	uncharacterized protein(CG33966)	7	19	13	1	1	1	4	3	1	1	1	1	1	1	18	rna-NM_001038895.3	FBgn0053966	This gene is referred to in FlyBase by the symbol Dmel\CG33966 (FBgn0053966). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:1234130..1235420. Its molecular function is described by: lipid transfer activity; phosphatidylinositol bisphosphate binding. It is involved in the biological process described with: intermembrane lipid transfer. 4 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed during early larval stages.	0.0
N0.HOG0000599	None	None	alpha-L-fucosidase (from API summary)	1	16	4	1	4	3	5	5	3	1	1	1	1	1	15	rna-NM_001316434.1	FBgn0285958	The gene alpha-L-fucosidase is referred to in FlyBase by the symbol Dmel\Fuca (CG6128, FBgn0285958). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3L:11518798..11522713. Its molecular function is described by: fucose binding; alpha-L-fucosidase activity. It is involved in the biological process described with: defense response to bacterium; glycoside catabolic process; binding of sperm to zona pellucida; carbohydrate metabolic process; fucose metabolic process. 8 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: fertile; viable; electrophoretic variant.	0.0
N0.HOG0000602	Gene Group 21	transcription regulation	hinge3(hng3)	1	1	1	1	1	1	1	1	1	1	45	1	1	1	44	rna-NM_138213.3	FBgn0035160	The gene hinge3 is referred to in FlyBase by the symbol Dmel\hng3 (CG13897, FBgn0035160). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 3L:737680..755489. Its molecular function is described by: DNA binding. It is involved in the biological process described with: regulation of transcription by RNA polymerase II. 20 alleles are reported. The phenotypes of these alleles manifest in: wing hinge; wing. The phenotypic classes of alleles include: flightless; lethal; visible; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed during early pupal stages.	0.0
N0.HOG0000613	None	None	Acyl-CoA synthetase family member 2 (from API summary)	1	3	13	1	1	1	14	1	4	1	1	2	2	1	13	rna-NM_135080.3	FBgn0031703	The gene Acyl-CoA synthetase family member 2 is referred to in FlyBase by the symbol Dmel\Acsf2 (CG12512, FBgn0031703). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:5339132..5342234. Its molecular function is described by: medium-chain fatty acid-CoA ligase activity. It is involved in the biological process described with: fatty acid metabolic process. 10 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed during early larval stages, in adult male stages.	0.0
N0.HOG0000648	Gene Group 31	transcription regulation	uncharacterized protein(CG4896)	2	2	2	1	1	1	1	1	1	1	2	1	24	4	23	rna-NM_134739.6	FBgn0031319	This gene is referred to in FlyBase by the symbol Dmel\CG4896 (FBgn0031319). It is a protein_coding_gene from Dmel. It has 5 annotated transcripts and 5 polypeptides (4 unique). Gene sequence location is 2L:1177690..1182454. Its molecular function is described by: mRNA binding; nucleic acid binding; RNA binding. It is involved in the biological process described with: mRNA splicing, via spliceosome; regulation of alternative mRNA splicing, via spliceosome. 13 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed at stages throughout the pupal period, in adult male stages.	0.0
N0.HOG0000649	None	None	SET and MYND domain containing, class 4, member 4 (from API summary)	1	1	1	1	15	6	6	5	2	2	1	1	1	1	14	rna-NM_136886.3	FBgn0027495	The gene SET and MYND domain containing, class 4, member 4 is referred to in FlyBase by the symbol Dmel\Smyd4-4 (CG8378, FBgn0027495). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:12140631..12143272. Its molecular function is described by: histone deacetylase binding; histone H3K4 methyltransferase activity. It is involved in the biological process described with: negative regulation of gene expression; compound eye photoreceptor development. 7 alleles are reported. The phenotypes of these alleles manifest in: interommatidial bristle; ommatidium. The phenotypic classes of alleles include: viable; partially lethal - majority live. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed within 00-06 hour embryonic stages.	0.0
N0.HOG0000682	Gene Group 18	uncharacterized	uncharacterized protein(CG2663)	1	1	1	3	4	3	15	5	1	1	2	1	2	2	14	rna-NM_169053.3	FBgn0037323	This gene is referred to in FlyBase by the symbol Dmel\CG2663 (FBgn0037323). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:5400594..5404135. Its molecular function is described by: phosphatidylinositol bisphosphate binding. It is involved in the biological process described with: intermembrane lipid transfer. 3 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: fertile; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed within 12-18 embryonic stages, during late pupal stages.	0.0
N0.HOG0000689	None	None	None	1	6	3	3	12	3	3	3	3	1	3	1	1	1	11	rna-NM_142972.5	FBgn0039165	This gene is referred to in FlyBase by the symbol Dmel\CG6204 (FBgn0039165). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:24193832..24196880. Its molecular function is described by: RNA binding; helicase activity. It is involved in the biological process described with: regulatory ncRNA-mediated heterochromatin formation. 3 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed during late larval stages, in adult male stages.	0.0
N0.HOG0000707	None	None	tejas (from API summary)	1	1	1	4	1	2	3	1	1	11	13	1	1	1	12	rna-NM_137106.3	FBgn0033921	The gene tejas is referred to in FlyBase by the symbol Dmel\tej (CG8589, FBgn0033921). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:14300103..14302353. Its molecular function is unknown. It is involved in the biological process described with 6 unique terms, many of which group under: cellular process involved in reproduction in multicellular organism; spermatogenesis; anatomical structure maturation; developmental process; male gamete generation. 20 alleles are reported. The phenotype of these alleles manifest in: germarium. The phenotypic classes of alleles include: viable; abnormal cell number; female sterile germline-dependent; female sterile; female semi-sterile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of very low expression.  Peak expression observed within 00-06 hour embryonic stages, in adult female stages.	0.0
N0.HOG0000798	Gene Group 25	glycolysis and early development (and other)	uncharacterized protein(CG31100)	1	1	18	1	2	2	2	1	4	2	1	1	1	1	17	rna-NM_001275466.1	FBgn0051100	The gene Glucose uptake by glia is referred to in FlyBase by the symbol Dmel\Glug (CG31100, FBgn0051100). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 3R:8995229..9003650. Its molecular function is described by: transmembrane transporter activity; D-glucose transmembrane transporter activity. It is involved in the biological process described with: D-glucose transmembrane transport; transmembrane transport. 8 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: some die during larval stage; fertile; decreased efficacy of medium-term memory; decreased efficacy of long-term memory; partially lethal; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed within 12-24 hour embryonic stages, at stages throughout the larval period, during early pupal stages.	0.0
N0.HOG0000826	None	None	None	1	17	3	2	1	2	1	1	1	2	1	1	2	2	16	rna-NM_141431.2	FBgn0037465	This gene is referred to in FlyBase by the symbol Dmel\CG1105 (FBgn0037465). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:7064186..7067136. Its molecular function is described by: ubiquitin protein ligase binding. It is involved in the biological process described with: protein transport. 9 alleles are reported. The phenotype of these alleles manifest in: trichogen cell. The phenotypic classes of alleles include: short lived; viable; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed at stages throughout embryogenesis, at stages throughout the larval period, at stages throughout the pupal period, in stages of adults of both sexes.	0.0
N0.HOG0000926	None	None	Ubiquilin (from API summary)	1	2	1	1	2	2	2	2	1	1	3	2	12	2	11	rna-NM_001298528.1	FBgn0031057	The gene Ubiquilin is referred to in FlyBase by the symbol Dmel\Ubqn (CG14224, FBgn0031057). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is X:19683808..19687658. Its molecular function is described by: proteasome binding; polyubiquitin modification-dependent protein binding. It is involved in the biological process described with: ubiquitin-dependent protein catabolic process; amyloid precursor protein metabolic process. 24 alleles are reported. The phenotypes of these alleles manifest in: larval nervous system; adult histaminergic neuron; trunk mesoderm derivative; cell junction; segmental subdivision of integument. The phenotypic classes of alleles include: abnormal behavior; increased cell death; decreased cell number; phenotype. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of moderately high expression.  Peak expression observed within 00-06 hour embryonic stages.	0.0
N0.HOG0000931	None	None	rigor mortis (from API summary)	1	1	1	1	1	1	1	1	1	1	2	1	20	1	19	rna-NM_137655.3	FBgn0250850	The gene rigor mortis is referred to in FlyBase by the symbol Dmel\rig (CG30149, FBgn0250850). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:20633876..20640681. Its molecular function is described by: protein binding; mRNA 3'-UTR binding. It is involved in the biological process described with: spliceosomal snRNP assembly; response to ecdysone; adult locomotory behavior; flight behavior; molting cycle, chitin-based cuticle. 15 alleles are reported. The phenotypes of these alleles manifest in: wing; epithelium; mouth hook; larval muscle system; egg chamber. The phenotypic classes of alleles include: phenotype; partially lethal; increased mortality; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of low expression.  Peak expression observed within 00-06 hour embryonic stages.	0.0
N0.HOG0001034	None	None	Deoxyuridine triphosphatase (from API summary)	1	3	1	1	1	1	2	1	1	1	1	1	14	4	13	rna-NM_135635.4	FBgn0250837	The gene Deoxyuridine triphosphatase is referred to in FlyBase by the symbol Dmel\dUTPase (CG4584, FBgn0250837). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (2 unique). Gene sequence location is 2L:11011312..11012135. Its molecular function is described by: dUTP diphosphatase activity; magnesium ion binding. It is involved in the biological process described with: dUMP biosynthetic process; dUTP catabolic process; dUTP metabolic process. 9 alleles are reported. The phenotype of these alleles manifest in: trichogen cell. The phenotypic classes of alleles include: visible; viable; abnormal pain response. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of moderate expression.  Peak expression observed within 00-18 hour embryonic stages, in adult female stages.	0.0
N0.HOG0001206	Gene Group 21	transcription regulation	hinge1(hng1)	1	1	5	1	1	1	2	1	1	1	15	1	1	3	14	rna-NM_137714.4	FBgn0034599	The gene hinge1 is referred to in FlyBase by the symbol Dmel\hng1 (CG9437, FBgn0034599). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:21168930..21170010. Its molecular function is described by: DNA binding. It is involved in the biological process described with: regulation of transcription by RNA polymerase II. 14 alleles are reported. The phenotypes of these alleles manifest in: wing blade; wing hinge. The phenotypic classes of alleles include: flightless; visible; abnormal size. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed within 00-12 hour embryonic stages, during early pupal stages, in stages of adults of both sexes.	0.0
